"","X.1","X","treat.f","In_group","high_followers","anonymity","log.followers","racism.scores.post.1wk","racism.scores.pre.2mon","racism.scores.post.2mon","racism.scores.post.1mon","racism.scores.post.2wk"
"1",1,1,4,0,1,1,4.09434472888875,1.42857142857143,0,0.225806451612903,0.451612903225806,1
"2",2,2,4,0,1,2,7.00760062300163,0.142857142857143,0.0483870967741935,0.17741935483871,0.193548387096774,0.0714285714285714
"3",3,3,4,0,1,2,6.94889723191024,0,0.0161290322580645,0,0,0
"4",4,4,2,0,0,2,8.27078101572153,0.142857142857143,0.032258064516129,0.225806451612903,0.129032258064516,0.142857142857143
"5",5,5,2,0,0,1,5.4116460964979,0.571428571428571,0.0161290322580645,0.0645161290322581,0.129032258064516,0.285714285714286
"6",6,6,3,1,1,2,3.04452291391379,3.28571428571429,0.193548387096774,0.758064516129032,1.51612903225806,1.64285714285714
"7",7,7,3,1,1,2,6.15909540963358,0,0.0161290322580645,0,0,0
"8",8,8,3,1,1,2,7.34665516962399,0,0.0161290322580645,0,0,0
"9",9,9,1,1,0,2,6.08677474963958,0,0.0161290322580645,0,0,0
"10",10,10,1,1,0,2,5.2729996098458,0,0.032258064516129,0.0161290322580645,0.032258064516129,0.0714285714285714
"11",11,11,1,1,0,2,3.25809692263679,2.57142857142857,0.209677419354839,1.46774193548387,0.967741935483871,1.28571428571429
"12",12,12,4,0,1,2,6.4377516657364,0,0.0161290322580645,0,0,0
"13",13,13,4,0,1,1,7.52833177208359,0,0.338709677419355,0,0,0
"14",14,14,4,0,1,2,6.21860013961205,1.14285714285714,0.241935483870968,0.145161290322581,0.290322580645161,0.571428571428571
"15",15,15,2,0,0,1,4.41884072827852,0.285714285714286,0.0161290322580645,0.209677419354839,0.161290322580645,0.142857142857143
"16",16,16,2,0,0,1,5.89440286181306,0.428571428571429,0.0161290322580645,0.258064516129032,0.451612903225806,0.5
"17",17,17,2,0,0,2,6.13556491272676,2.14285714285714,0.17741935483871,1.40322580645161,1.67741935483871,1.78571428571429
"18",18,18,3,1,1,1,5.70378250798953,0.285714285714286,0.0806451612903226,0.161290322580645,0.0967741935483871,0.214285714285714
"19",19,19,3,1,1,2,5.53733430638861,0.714285714285714,0.0967741935483871,0.0967741935483871,0.193548387096774,0.428571428571429
"20",20,20,3,1,1,0,4.31748824686963,0.142857142857143,0.032258064516129,0.0161290322580645,0.032258064516129,0.0714285714285714
"21",21,21,1,1,0,2,6.81344461049991,0.142857142857143,0.032258064516129,0.032258064516129,0.032258064516129,0.0714285714285714
"22",22,22,1,1,0,2,4.45434741253257,0.142857142857143,0.0483870967741935,0.0161290322580645,0.032258064516129,0.0714285714285714
"23",23,23,1,1,0,2,3.29583723637463,0.714285714285714,0.129032258064516,0.17741935483871,0.354838709677419,0.571428571428571
"24",24,24,0,0,0,2,7.73499619839532,0,0.032258064516129,0,0,0
"25",25,25,0,0,0,2,7.40610338731235,0.571428571428571,0.0645161290322581,0.161290322580645,0.32258064516129,0.714285714285714
"26",26,26,0,0,0,1,8.68084148464265,0,0.0645161290322581,0,0,0
"27",27,27,0,0,0,2,8.34830105730193,0.142857142857143,0.0645161290322581,0.193548387096774,0.354838709677419,0.214285714285714
"28",28,28,0,0,0,1,3.43398752706574,0.428571428571429,0.32258064516129,0.161290322580645,0.32258064516129,0.428571428571429
"29",29,29,0,0,0,0,5.76519113413281,0.571428571428571,0.0806451612903226,0.258064516129032,0.419354838709677,0.642857142857143
"30",30,30,4,0,1,2,5.81413056167581,0,0.032258064516129,0,0,0
"31",31,31,4,0,1,1,3.61091818291446,1.57142857142857,0.483870967741935,0.274193548387097,0.419354838709677,0.785714285714286
"32",32,32,4,0,1,2,5.5759491410251,0,0.0161290322580645,0,0,0
"33",33,33,2,0,0,1,5.16478603106637,0,0.0161290322580645,0,0,0
"34",34,34,2,0,0,2,5.80513499903697,0,0.0161290322580645,0,0,0
"35",35,35,3,1,1,2,6.39526161480994,0,0.0161290322580645,0.032258064516129,0.032258064516129,0.0714285714285714
"36",36,36,3,1,1,2,4.64439099529521,0.428571428571429,0.0967741935483871,0.161290322580645,0.32258064516129,0.714285714285714
"37",37,37,3,1,1,1,9.99995000039884e-06,0,0.0161290322580645,0,0,0
"38",38,38,1,1,0,2,7.64204440767172,0,0.0161290322580645,0.0161290322580645,0,0
"39",39,39,1,1,0,2,4.1271345463354,0,0.0483870967741935,0,0,0
"40",40,40,1,1,0,0,5.42495006153426,0,0.032258064516129,0,0,0
"41",41,41,4,0,1,2,4.80402112670047,1.14285714285714,0.112903225806452,1.17741935483871,1.64516129032258,1.21428571428571
"42",42,42,4,0,1,2,6.10924760498659,0.285714285714286,0.129032258064516,0.693548387096774,0.387096774193548,0.142857142857143
"43",43,43,4,0,1,2,6.75110148063267,0.142857142857143,0.112903225806452,0.0161290322580645,0.032258064516129,0.0714285714285714
"44",44,44,2,0,0,2,5.35658632184182,0,0.0967741935483871,0.0483870967741935,0.0967741935483871,0
"45",45,45,2,0,0,1,6.14632927908217,0.142857142857143,0.0645161290322581,0.0483870967741935,0.0967741935483871,0.142857142857143
"46",46,46,2,0,0,1,6.04263285743535,0,0.0645161290322581,0,0,0
"47",47,47,3,1,1,2,4.44265137413737,0,0.209677419354839,0,0,0
"48",48,48,3,1,1,2,5.09375026215645,0,0.0645161290322581,0.0483870967741935,0.032258064516129,0
"49",49,49,3,1,1,1,6.16331482508727,0,0.0967741935483871,0,0,0
"50",50,50,1,1,0,2,1.94591157762572,2.71428571428571,0.387096774193548,2.91935483870968,1.80645161290323,2.14285714285714
"51",51,51,1,1,0,2,6.05208919245383,0,0.0161290322580645,0,0,0
"52",52,52,1,1,0,1,8.00202482156395,0.571428571428571,0.0161290322580645,0.112903225806452,0.129032258064516,0.285714285714286
"53",53,53,0,0,0,2,4.91998099882082,2.14285714285714,0.0161290322580645,0.241935483870968,0.483870967741935,1.07142857142857
"54",54,54,0,0,0,2,7.05358573583672,2.42857142857143,0.258064516129032,0.370967741935484,0.741935483870968,1.21428571428571
"55",55,55,0,0,0,2,5.40717181630317,0,0.0161290322580645,0.274193548387097,0.225806451612903,0.285714285714286
"56",56,56,0,0,0,2,4.11087402810772,1.71428571428571,0.17741935483871,0.306451612903226,0.483870967741935,0.928571428571429
"57",57,57,0,0,0,0,4.20469276864469,0.285714285714286,0.0161290322580645,0.032258064516129,0.0645161290322581,0.142857142857143
"58",58,58,0,0,0,2,3.82864161388038,2.28571428571429,3.09677419354839,2.58064516129032,2.19354838709677,2.07142857142857
"59",59,59,4,0,1,2,6.19236250992477,0.714285714285714,0.145161290322581,1.01612903225806,0.387096774193548,0.357142857142857
"60",60,60,4,0,1,2,6.24804289385079,0,0.0645161290322581,0.354838709677419,0.290322580645161,0
"61",61,61,4,0,1,2,6.96696714803905,0.285714285714286,0.0483870967741935,0.0483870967741935,0.0967741935483871,0.214285714285714
"62",62,62,2,0,0,2,8.2594581979204,0,0.032258064516129,0.0161290322580645,0.032258064516129,0
"63",63,63,2,0,0,2,5.75574224523248,0.285714285714286,0.129032258064516,0.0967741935483871,0.129032258064516,0.214285714285714
"64",64,64,3,1,1,2,5.59471141677656,0.428571428571429,0.0645161290322581,0.129032258064516,0.193548387096774,0.214285714285714
"65",65,65,3,1,1,2,7.20934026399936,0,0.0645161290322581,0,0,0
"66",66,66,3,1,1,2,5.37063807463929,0.428571428571429,0.919354838709677,0.193548387096774,0.354838709677419,0.5
"67",67,67,1,1,0,2,6.99025650970198,1.14285714285714,0.0645161290322581,0.161290322580645,0.32258064516129,0.642857142857143
"68",68,68,1,1,0,1,5.31812004286382,0,0.032258064516129,0,0,0
"69",69,69,1,1,0,2,7.86518795802624,0,0.0161290322580645,0.161290322580645,0,0
"70",70,70,4,0,1,2,2.56495012669201,0,0.0161290322580645,0.032258064516129,0.0645161290322581,0
"71",71,71,4,0,1,2,9.3588465811374,2,0.338709677419355,2.64516129032258,1.32258064516129,1
"72",72,72,4,0,1,0,5.9242558241525,0,0.0161290322580645,0,0,0
"73",73,73,2,0,0,2,8.28677323364951,0,0.0161290322580645,0,0,0
"74",74,74,2,0,0,2,7.38523092927005,0.857142857142857,0.0483870967741935,0.193548387096774,0.290322580645161,0.571428571428571
"75",75,75,2,0,0,2,5.62762114966186,0,0.032258064516129,0,0,0
"76",76,76,3,1,1,2,9.24965723531458,0.285714285714286,0.112903225806452,0.112903225806452,0.225806451612903,0.285714285714286
"77",77,77,3,1,1,0,3.25809692263679,0.142857142857143,0.161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"78",78,78,3,1,1,1,5.86363120400719,0.142857142857143,0.145161290322581,0.0806451612903226,0.129032258064516,0.0714285714285714
"79",79,79,1,1,0,2,3.55534834720366,0.428571428571429,0.161290322580645,0.306451612903226,0.225806451612903,0.285714285714286
"80",80,80,1,1,0,2,1.79176113589333,0.428571428571429,0.161290322580645,0.32258064516129,0.290322580645161,0.5
"81",81,81,1,1,0,1,9.97119292935741,0,0.0161290322580645,0,0,0
"82",82,82,0,0,0,0,5.33271884157455,0,0.0967741935483871,0.241935483870968,0.0645161290322581,0
"83",83,83,0,0,0,0,5.56452044563687,0,0.0806451612903226,0,0,0
"84",84,84,0,0,0,1,6.11589214755809,0.142857142857143,0.209677419354839,0.129032258064516,0.129032258064516,0.142857142857143
"85",85,85,0,0,0,2,5.68357980135229,0.142857142857143,0.032258064516129,0.032258064516129,0.032258064516129,0.0714285714285714
"86",86,86,0,0,0,2,6.08677474963958,0.142857142857143,0.0806451612903226,0.0161290322580645,0.032258064516129,0.0714285714285714
"87",87,87,4,0,1,2,8.76981787360613,0.714285714285714,0.32258064516129,0.112903225806452,0.225806451612903,0.357142857142857
"88",88,88,4,0,1,2,6.09582458495475,0,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"89",89,89,4,0,1,0,6.30627530519619,0.285714285714286,0.032258064516129,0.032258064516129,0.0645161290322581,0.142857142857143
"90",90,90,2,0,0,2,4.55387699686369,0,0.0483870967741935,0,0,0
"91",91,91,2,0,0,2,4.83628198631655,0.142857142857143,0.0806451612903226,0.161290322580645,0.193548387096774,0.0714285714285714
"92",92,92,3,1,1,2,9.07806533380779,0,0.0483870967741935,0.0161290322580645,0.032258064516129,0
"93",93,93,3,1,1,2,4.29045957813468,0,0.0806451612903226,0,0,0
"94",94,94,3,1,1,2,5.73657232973726,0.142857142857143,0.0483870967741935,0.145161290322581,0.0967741935483871,0.0714285714285714
"95",95,95,1,1,0,1,2.89037231345157,1.42857142857143,0.161290322580645,0.32258064516129,0.645161290322581,1.21428571428571
"96",96,96,1,1,0,2,1.6094399124321,0,0.0161290322580645,0,0,0
"97",97,97,1,1,0,1,4.65396044539561,0.714285714285714,0.0806451612903226,0.241935483870968,0.451612903225806,0.357142857142857
"98",98,98,4,0,1,2,4.29045957813468,0,0.0161290322580645,0.32258064516129,0.161290322580645,0
"99",99,99,4,0,1,1,4.65396044539561,0.142857142857143,0.0161290322580645,0.0483870967741935,0.0645161290322581,0.0714285714285714
"100",100,100,4,0,1,0,5.29831741654804,0.285714285714286,0.0483870967741935,0.112903225806452,0.161290322580645,0.285714285714286
"101",101,101,2,0,0,1,7.61726781854719,0,0.0161290322580645,0,0,0
"102",102,102,2,0,0,1,5.19295690644576,0.142857142857143,NA,0.0161290322580645,0.032258064516129,0.0714285714285714
"103",103,103,2,0,0,0,6.01371518049268,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"104",104,104,3,1,1,2,6.22257628791264,0.428571428571429,0,0.112903225806452,0.161290322580645,0.214285714285714
"105",105,105,3,1,1,0,5.32301002791889,0,0.0806451612903226,0,0,0
"106",106,106,3,1,1,2,6.21860013961205,0,0.387096774193548,0,0,0
"107",107,107,1,1,0,1,5.28826708119958,0,0.032258064516129,0.0161290322580645,0,0
"108",108,108,1,1,0,2,8.75463404900856,0.142857142857143,0.0483870967741935,0.467741935483871,0.774193548387097,0.285714285714286
"109",109,109,1,1,0,1,2.39789618188887,0,0.0483870967741935,0.032258064516129,0.032258064516129,0
"110",110,110,0,0,0,2,7.09174212341462,0,0.0161290322580645,0,0,0
"111",111,111,0,0,0,2,4.96981336902044,4.85714285714286,1.01612903225806,1.37096774193548,2.74193548387097,2.42857142857143
"112",112,112,0,0,0,2,3.58351921623385,0.571428571428571,0.17741935483871,0.0645161290322581,0.129032258064516,0.285714285714286
"113",113,113,0,0,0,2,8.1972633741684,1,0.112903225806452,0.209677419354839,0.290322580645161,0.5
"114",114,114,0,0,0,2,5.31320602830287,0,0.0161290322580645,0.0161290322580645,0,0
"115",115,115,0,0,0,2,6.9334230354773,0,0.0161290322580645,0,0,0
"116",116,116,4,0,1,1,6.21660612104494,0.285714285714286,0.0161290322580645,0.0483870967741935,0.0967741935483871,0.142857142857143
"117",117,117,4,0,1,0,5.14749453495299,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"118",118,118,4,0,1,2,5.21493581195681,1.71428571428571,0.0806451612903226,0.306451612903226,0.612903225806452,1.14285714285714
"119",119,119,2,0,0,1,6.24416692008121,1.14285714285714,0.354838709677419,0.129032258064516,0.258064516129032,0.571428571428571
"120",120,120,2,0,0,1,2.07944279167905,0,0.0806451612903226,0,0,0
"121",121,121,2,0,0,2,5.14749453495299,0,0.161290322580645,0.0645161290322581,0.032258064516129,0
"122",122,122,3,1,1,2,7.56112159473315,0.142857142857143,0.0483870967741935,0.0806451612903226,0.129032258064516,0.142857142857143
"123",123,123,3,1,1,2,1.79176113589333,0,0.0645161290322581,0.0483870967741935,0.0967741935483871,0.0714285714285714
"124",124,124,3,1,1,2,4.91998099882082,0,0.0483870967741935,0,0,0
"125",125,125,1,1,0,2,6.62140566507971,0.857142857142857,0.145161290322581,0.532258064516129,0.709677419354839,0.785714285714286
"126",126,126,1,1,0,0,4.61512061585116,0.285714285714286,0.0161290322580645,0.032258064516129,0.0645161290322581,0.142857142857143
"127",127,127,1,1,0,2,2.19722568844671,0.142857142857143,0.290322580645161,0.0483870967741935,0.032258064516129,0.0714285714285714
"128",128,128,4,0,1,2,4.99721234133168,0.428571428571429,0.0161290322580645,0.0645161290322581,0.129032258064516,0.214285714285714
"129",129,129,4,0,1,2,6.40191721331093,0.571428571428571,0.0161290322580645,0.145161290322581,0.290322580645161,0.428571428571429
"130",130,130,4,0,1,2,6.70073112184793,0,0.032258064516129,0,0,0
"131",131,131,2,0,0,2,7.91935619429698,0.714285714285714,0.112903225806452,0.0806451612903226,0.161290322580645,0.357142857142857
"132",132,132,2,0,0,2,7.33758775004478,3.42857142857143,0.258064516129032,0.387096774193548,0.774193548387097,1.71428571428571
"133",133,133,2,0,0,2,5.05624586904257,0,0.161290322580645,0,0,0
"134",134,134,3,1,1,2,4.8283138173023,0,0.032258064516129,0.0483870967741935,0.032258064516129,0
"135",135,135,3,1,1,2,0.693152180547445,0,0.0483870967741935,0.0161290322580645,0.032258064516129,0
"136",136,136,3,1,1,2,5.11198784859751,0,0.032258064516129,0.0161290322580645,0.032258064516129,0
"137",137,137,1,1,0,2,5.42053504352007,0,0.0645161290322581,0,0,0
"138",138,138,1,1,0,2,3.8712012192412,0,0.0967741935483871,0,0,0
"139",139,139,1,1,0,2,3.49650786449674,0,0.0645161290322581,0.258064516129032,0.0967741935483871,0.0714285714285714
"140",140,140,0,0,0,2,6.4377516657364,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"141",141,141,0,0,0,2,5.07517387773382,0,0.032258064516129,0.0161290322580645,0.032258064516129,0.0714285714285714
"142",142,142,0,0,0,2,4.97673381138609,0.714285714285714,0.919354838709677,0.516129032258065,0.548387096774194,0.571428571428571
"143",143,143,0,0,0,2,4.49980978144137,0.571428571428571,0.145161290322581,0.67741935483871,0.645161290322581,0.285714285714286
"144",144,144,0,0,0,2,3.17805424701453,0.142857142857143,0.032258064516129,0.0161290322580645,0.032258064516129,0.0714285714285714
"145",145,145,0,0,0,1,4.77912357714514,0,0.032258064516129,0.032258064516129,0.032258064516129,0
"146",146,146,0,0,0,2,2.19722568844671,0,0.0161290322580645,0,0,0
"147",147,147,0,0,0,2,3.52636081873377,0,0.0483870967741935,0.0161290322580645,0,0
"148",148,148,4,0,1,1,3.9512439108891,0.142857142857143,0.0645161290322581,0.258064516129032,0.0645161290322581,0.0714285714285714
"149",149,149,4,0,1,2,5.26269024071836,0.142857142857143,0.032258064516129,0.0806451612903226,0.032258064516129,0.0714285714285714
"150",150,150,4,0,1,1,6.30261899405992,0,0.0645161290322581,1.20967741935484,1.19354838709677,0.214285714285714
"151",151,151,2,0,0,1,7.24064970142392,1.57142857142857,0.032258064516129,0.5,0.612903225806452,0.785714285714286
"152",152,152,2,0,0,1,7.02197643199277,0.285714285714286,0.032258064516129,0.387096774193548,0.290322580645161,0.428571428571429
"153",153,153,2,0,0,0,6.15060278976824,2.14285714285714,0.145161290322581,0.241935483870968,0.483870967741935,1.07142857142857
"154",154,154,3,1,1,2,3.367296174814,0,0.0161290322580645,0,0,0
"155",155,155,3,1,1,2,10.5321228785363,0.428571428571429,0.435483870967742,0.0645161290322581,0.0967741935483871,0.214285714285714
"156",156,156,3,1,1,2,4.92725375762097,0,0.032258064516129,0,0,0
"157",157,157,1,1,0,2,2.89037231345157,0.714285714285714,0.193548387096774,0.467741935483871,0.935483870967742,0.428571428571429
"158",158,158,1,1,0,2,4.44265137413737,0.714285714285714,0.0161290322580645,0.193548387096774,0.225806451612903,0.357142857142857
"159",159,159,1,1,0,2,8.02092772226673,0.142857142857143,0.0645161290322581,0.0161290322580645,0.032258064516129,0.0714285714285714
"160",160,160,4,0,1,0,5.00394637305955,0.857142857142857,0.17741935483871,0.17741935483871,0.354838709677419,0.5
"161",161,161,4,0,1,2,6.66185475333304,0,0.032258064516129,0.032258064516129,0,0
"162",162,162,4,0,1,1,6.08449943585421,0,0.032258064516129,0.741935483870968,0.645161290322581,0.357142857142857
"163",163,163,2,0,0,2,5.43807935240146,0,0.0161290322580645,0,0,0
"164",164,164,2,0,0,0,5.73979294433357,0.142857142857143,0.129032258064516,0.516129032258065,0.838709677419355,0.857142857142857
"165",165,165,2,0,0,2,6.85329910374574,0,0.0806451612903226,0.032258064516129,0.0645161290322581,0
"166",166,166,3,1,1,0,5.74300321986076,0.142857142857143,0,0.0161290322580645,0.032258064516129,0.0714285714285714
"167",167,167,3,1,1,2,9.99995000039884e-06,0,0.258064516129032,0,0,0
"168",168,168,3,1,1,1,5.74300321986076,0,0.032258064516129,0,0,0
"169",169,169,1,1,0,2,2.89037231345157,1.28571428571429,0.403225806451613,0.838709677419355,1,0.857142857142857
"170",170,170,1,1,0,2,5.52942912719396,0.142857142857143,0.032258064516129,0.0483870967741935,0.0645161290322581,0.0714285714285714
"171",171,171,1,1,0,2,5.69035948810784,0,0.032258064516129,0,0,0
"172",172,172,0,0,0,2,6.13988457377798,0.428571428571429,0.612903225806452,0.612903225806452,0.419354838709677,0.357142857142857
"173",173,173,0,0,0,2,9.64218772200777,2.42857142857143,0.0806451612903226,0.403225806451613,0.806451612903226,1.21428571428571
"174",174,174,0,0,0,2,4.41884072827852,0.857142857142857,0.258064516129032,0.0967741935483871,0.193548387096774,0.428571428571429
"175",175,175,0,0,0,2,6.7957057863592,0,0.0806451612903226,0.0967741935483871,0.161290322580645,0.214285714285714
"176",176,176,0,0,0,1,4.8283138173023,0.571428571428571,0.0161290322580645,0.338709677419355,0.612903225806452,0.5
"177",177,177,0,0,0,1,5.77455157660031,0,0.0645161290322581,0.0161290322580645,0.032258064516129,0
"178",178,178,0,0,0,2,7.22693602576073,3.57142857142857,1.83870967741935,0.467741935483871,0.903225806451613,1.92857142857143
"179",179,179,0,0,0,2,6.0258659979799,0,0.0483870967741935,0,0,0
"180",180,180,0,0,0,2,4.04305144327313,2,0.419354838709677,0.435483870967742,0.870967741935484,1.5
"181",181,181,0,0,0,0,6.04263285743535,0,0.193548387096774,0.161290322580645,0,0
"182",182,182,0,0,0,2,9.40927319539494,0,0.0161290322580645,0.129032258064516,0.161290322580645,0
"183",183,183,0,0,0,2,7.03702762347362,0,0.032258064516129,0,0,0
"184",184,184,0,0,0,1,7.34794382958784,1,0.403225806451613,1.69354838709677,0.580645161290323,0.714285714285714
"185",185,185,0,0,0,0,6.16541787523982,0,0.0161290322580645,0,0,0
"186",186,186,0,0,0,2,6.39692967188281,0,0.0161290322580645,0,0,0
"187",187,187,0,0,0,0,5.97126186530067,0.285714285714286,0.161290322580645,0.032258064516129,0.0645161290322581,0.142857142857143
"188",188,188,4,0,1,1,2.83321393229134,0.285714285714286,0.532258064516129,0.483870967741935,0.967741935483871,2.14285714285714
"189",189,189,4,0,1,0,2.39789618188887,0,0.032258064516129,0.0161290322580645,0.032258064516129,0
"190",190,190,4,0,1,1,7.47250075042261,0,0.225806451612903,0,0,0
"191",191,191,2,0,0,2,4.33073347186527,0.428571428571429,0.0645161290322581,0.0483870967741935,0.0967741935483871,0.214285714285714
"192",192,192,2,0,0,1,1.6094399124321,0,0.0645161290322581,0,0,0
"193",193,193,2,0,0,1,8.62011072722733,0.285714285714286,0.0806451612903226,0.0483870967741935,0.0645161290322581,0.142857142857143
"194",194,194,3,1,1,2,6.68835472640006,0.285714285714286,0.0483870967741935,0.032258064516129,0.0645161290322581,0.142857142857143
"195",195,195,3,1,1,2,4.3040652283393,0,0.0161290322580645,0,0,0
"196",196,196,3,1,1,2,6.85751407306064,0.285714285714286,0,0.32258064516129,0.225806451612903,0.285714285714286
"197",197,197,1,1,0,2,6.67456140444069,0,0.0161290322580645,0,0,0
"198",198,198,1,1,0,2,5.91889388115487,0.428571428571429,0.274193548387097,0.0483870967741935,0.0967741935483871,0.214285714285714
"199",199,199,1,1,0,2,5.48479697498443,0,0.0161290322580645,0,0,0
"200",200,200,4,0,1,1,6.86901446106072,0.285714285714286,0.032258064516129,0.032258064516129,0.0645161290322581,0.142857142857143
"201",201,201,4,0,1,2,7.33693692021803,0,0.0161290322580645,0,0,0
"202",202,202,4,0,1,2,9.99995000039884e-06,0.857142857142857,0.209677419354839,0.161290322580645,0.193548387096774,0.428571428571429
"203",203,203,2,0,0,1,6.78784499358354,0,0.0161290322580645,0.032258064516129,0,0
"204",204,204,2,0,0,0,5.89440286181306,0.714285714285714,0.0645161290322581,0.338709677419355,0.387096774193548,0.5
"205",205,205,2,0,0,1,9.99995000039884e-06,0.285714285714286,0.0645161290322581,0.258064516129032,0.32258064516129,0.142857142857143
"206",206,206,3,1,1,2,2.56495012669201,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"207",207,207,3,1,1,2,1.38629686111677,0,0.0161290322580645,0.032258064516129,0.0645161290322581,0
"208",208,208,3,1,1,2,6.19847873681751,0,0.0161290322580645,0,0,0
"209",209,209,1,1,0,1,3.55534834720366,0.285714285714286,0.241935483870968,0.209677419354839,0.129032258064516,0.142857142857143
"210",210,210,1,1,0,2,2.30258609299355,0.142857142857143,0.032258064516129,0.161290322580645,0.193548387096774,0.142857142857143
"211",211,212,1,1,0,1,4.61512061585116,0.571428571428571,0.290322580645161,0.516129032258065,0.645161290322581,0.857142857142857
"212",212,213,3,1,1,2,6.11146736167563,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"213",213,214,0,0,0,2,3.332204867318,0.285714285714286,0.0645161290322581,0.274193548387097,0.354838709677419,0.571428571428571
"214",214,215,0,0,0,2,5.69709352006245,0.285714285714286,0.0161290322580645,0.112903225806452,0.0967741935483871,0.142857142857143
"215",215,216,0,0,0,2,4.88280199834394,0,0.0806451612903226,0,0,0
"216",216,217,0,0,0,2,6.14632927908217,1.85714285714286,0.0967741935483871,0.290322580645161,0.580645161290323,1.28571428571429
"217",217,218,0,0,0,2,1.38629686111677,0,0.0161290322580645,0,0,0
"218",218,219,4,0,1,2,4.73619853611379,0,0.032258064516129,0,0,0
"219",219,220,4,0,1,2,4.04305144327313,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"220",220,221,4,0,1,2,9.13798471085908,1.57142857142857,0.435483870967742,0.532258064516129,0.67741935483871,0.928571428571429
"221",221,222,2,0,0,2,4.04305144327313,0,0.0161290322580645,0.0161290322580645,0.032258064516129,0
"222",222,223,2,0,0,2,7.23705903331898,0.142857142857143,0.032258064516129,0.0161290322580645,0.032258064516129,0.0714285714285714
"223",223,224,2,0,0,2,6.34738922716914,0.142857142857143,0.0645161290322581,0.0483870967741935,0.0967741935483871,0.0714285714285714
"224",224,225,3,1,1,0,4.65396044539561,0,0.0483870967741935,0,0,0
"225",225,226,3,1,1,1,6.09582458495475,0.142857142857143,0.0967741935483871,0.354838709677419,0.129032258064516,0.0714285714285714
"226",226,227,3,1,1,1,4.85203034204461,0,0.0161290322580645,0.0483870967741935,0.032258064516129,0
"227",227,228,1,1,0,1,5.59471141677656,0,0.032258064516129,0,0,0
"228",228,229,1,1,0,0,4.67282892791985,0,0.032258064516129,0.0161290322580645,0,0
"229",229,230,1,1,0,1,6.78105763728692,0,0.0161290322580645,0.0645161290322581,0.0645161290322581,0
"230",230,231,4,0,1,2,6.53524128552745,0,0.0161290322580645,0,0,0
"231",231,232,4,0,1,2,6.23832464457076,0.714285714285714,0.129032258064516,0.112903225806452,0.225806451612903,0.5
"232",232,233,4,0,1,2,5.71042705048745,0.142857142857143,0,0.0161290322580645,0.032258064516129,0.0714285714285714
"233",233,234,2,0,0,2,6.75110148063267,0.714285714285714,0.193548387096774,0.129032258064516,0.258064516129032,0.571428571428571
"234",234,235,2,0,0,2,2.07944279167905,0.142857142857143,0.0645161290322581,0.0161290322580645,0.032258064516129,0.0714285714285714
"235",235,236,2,0,0,2,1.38629686111677,0.285714285714286,0,0.0645161290322581,0.0645161290322581,0.142857142857143
"236",236,237,3,1,1,1,5.15329165230125,0.285714285714286,0.0645161290322581,0.145161290322581,0.258064516129032,0.285714285714286
"237",237,238,3,1,1,0,5.49306148449281,0.142857142857143,0.0645161290322581,0.290322580645161,0.161290322580645,0.142857142857143
"238",238,239,3,1,1,1,6.25190390243371,0,0.0483870967741935,0,0,0
"239",239,240,1,1,0,1,3.04452291391379,0,0.0645161290322581,0.129032258064516,0.0645161290322581,0.0714285714285714
"240",240,241,1,1,0,1,8.30325712333003,0.142857142857143,0.0161290322580645,0.0806451612903226,0.032258064516129,0.0714285714285714
"241",241,242,1,1,0,1,3.71357231060672,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
"242",242,243,1,1,0,2,8.0215845367381,1.14285714285714,0.645161290322581,0.225806451612903,0.451612903225806,0.928571428571429
"243",243,244,3,1,1,1,6.80903931708051,0.142857142857143,0.0161290322580645,0.0161290322580645,0.032258064516129,0.0714285714285714
